metric,position,rank_higher,rank_lower,label,average_delta,day_count
overall,OVERALL,862,863,Overall862_vs_Overall863,0.0,1
overall,OVERALL,863,864,Overall863_vs_Overall864,0.0,1
overall,OVERALL,864,865,Overall864_vs_Overall865,9.0,1
overall,OVERALL,865,866,Overall865_vs_Overall866,0.0,1
overall,OVERALL,866,867,Overall866_vs_Overall867,0.0,1
overall,OVERALL,867,868,Overall867_vs_Overall868,2.0,1
overall,OVERALL,868,869,Overall868_vs_Overall869,0.0,1
overall,OVERALL,869,870,Overall869_vs_Overall870,0.0,1
overall,OVERALL,870,871,Overall870_vs_Overall871,8.0,1
overall,OVERALL,871,872,Overall871_vs_Overall872,0.0,1
overall,OVERALL,872,873,Overall872_vs_Overall873,0.0,1
overall,OVERALL,873,874,Overall873_vs_Overall874,15.0,1
overall,OVERALL,874,875,Overall874_vs_Overall875,0.0,1
overall,OVERALL,875,876,Overall875_vs_Overall876,0.0,1
overall,OVERALL,876,877,Overall876_vs_Overall877,8.0,1
overall,OVERALL,877,878,Overall877_vs_Overall878,0.0,1
overall,OVERALL,878,879,Overall878_vs_Overall879,0.0,1
overall,OVERALL,879,880,Overall879_vs_Overall880,9.0,1
overall,OVERALL,880,881,Overall880_vs_Overall881,0.0,1
overall,OVERALL,881,882,Overall881_vs_Overall882,0.0,1
overall,OVERALL,882,883,Overall882_vs_Overall883,10.0,1
overall,OVERALL,883,884,Overall883_vs_Overall884,0.0,1
overall,OVERALL,884,885,Overall884_vs_Overall885,0.0,1
overall,OVERALL,885,886,Overall885_vs_Overall886,18.0,1
overall,OVERALL,886,887,Overall886_vs_Overall887,0.0,1
overall,OVERALL,887,888,Overall887_vs_Overall888,0.0,1
overall,OVERALL,888,889,Overall888_vs_Overall889,10.0,1
overall,OVERALL,889,890,Overall889_vs_Overall890,0.0,1
overall,OVERALL,890,891,Overall890_vs_Overall891,0.0,1
overall,OVERALL,891,892,Overall891_vs_Overall892,4.0,1
overall,OVERALL,892,893,Overall892_vs_Overall893,0.0,1
overall,OVERALL,893,894,Overall893_vs_Overall894,0.0,1
overall,OVERALL,894,895,Overall894_vs_Overall895,4.0,1
overall,OVERALL,895,896,Overall895_vs_Overall896,0.0,1
overall,OVERALL,896,897,Overall896_vs_Overall897,0.0,1
overall,OVERALL,897,898,Overall897_vs_Overall898,1.0,1
overall,OVERALL,898,899,Overall898_vs_Overall899,0.0,1
overall,OVERALL,899,900,Overall899_vs_Overall900,0.0,1
overall,OVERALL,900,901,Overall900_vs_Overall901,2.0,1
overall,OVERALL,901,902,Overall901_vs_Overall902,0.0,1
overall,OVERALL,902,903,Overall902_vs_Overall903,0.0,1
overall,OVERALL,903,904,Overall903_vs_Overall904,6.0,1
overall,OVERALL,904,905,Overall904_vs_Overall905,0.0,1
overall,OVERALL,905,906,Overall905_vs_Overall906,0.0,1
overall,OVERALL,906,907,Overall906_vs_Overall907,9.0,1
overall,OVERALL,907,908,Overall907_vs_Overall908,0.0,1
overall,OVERALL,908,909,Overall908_vs_Overall909,0.0,1
overall,OVERALL,909,910,Overall909_vs_Overall910,6.0,1
overall,OVERALL,910,911,Overall910_vs_Overall911,0.0,1
overall,OVERALL,911,912,Overall911_vs_Overall912,0.0,1
overall,OVERALL,912,913,Overall912_vs_Overall913,4.0,1
overall,OVERALL,913,914,Overall913_vs_Overall914,0.0,1
overall,OVERALL,914,915,Overall914_vs_Overall915,0.0,1
overall,OVERALL,915,916,Overall915_vs_Overall916,6.0,1
overall,OVERALL,916,917,Overall916_vs_Overall917,0.0,1
overall,OVERALL,917,918,Overall917_vs_Overall918,0.0,1
overall,OVERALL,918,919,Overall918_vs_Overall919,9.0,1
overall,OVERALL,919,920,Overall919_vs_Overall920,0.0,1
overall,OVERALL,920,921,Overall920_vs_Overall921,0.0,1
overall,OVERALL,921,922,Overall921_vs_Overall922,2.0,1
overall,OVERALL,922,923,Overall922_vs_Overall923,0.0,1
overall,OVERALL,923,924,Overall923_vs_Overall924,0.0,1
overall,OVERALL,924,925,Overall924_vs_Overall925,9.0,1
overall,OVERALL,925,926,Overall925_vs_Overall926,0.0,1
overall,OVERALL,926,927,Overall926_vs_Overall927,0.0,1
overall,OVERALL,927,928,Overall927_vs_Overall928,6.0,1
overall,OVERALL,928,929,Overall928_vs_Overall929,0.0,1
overall,OVERALL,929,930,Overall929_vs_Overall930,0.0,1
overall,OVERALL,930,931,Overall930_vs_Overall931,1.0,1
overall,OVERALL,931,932,Overall931_vs_Overall932,0.0,1
overall,OVERALL,932,933,Overall932_vs_Overall933,0.0,1
overall,OVERALL,933,934,Overall933_vs_Overall934,14.0,1
overall,OVERALL,934,935,Overall934_vs_Overall935,0.0,1
overall,OVERALL,935,936,Overall935_vs_Overall936,0.0,1
overall,OVERALL,936,937,Overall936_vs_Overall937,13.0,1
overall,OVERALL,937,938,Overall937_vs_Overall938,0.0,1
overall,OVERALL,938,939,Overall938_vs_Overall939,0.0,1
overall,OVERALL,939,940,Overall939_vs_Overall940,8.0,1
overall,OVERALL,940,941,Overall940_vs_Overall941,0.0,1
overall,OVERALL,941,942,Overall941_vs_Overall942,0.0,1
overall,OVERALL,942,943,Overall942_vs_Overall943,0.0,1
overall,OVERALL,943,944,Overall943_vs_Overall944,0.0,1
overall,OVERALL,944,945,Overall944_vs_Overall945,0.0,1
overall,OVERALL,945,946,Overall945_vs_Overall946,12.0,1
overall,OVERALL,946,947,Overall946_vs_Overall947,0.0,1
overall,OVERALL,947,948,Overall947_vs_Overall948,0.0,1
overall,OVERALL,948,949,Overall948_vs_Overall949,17.0,1
overall,OVERALL,949,950,Overall949_vs_Overall950,0.0,1
overall,OVERALL,950,951,Overall950_vs_Overall951,0.0,1
overall,OVERALL,951,952,Overall951_vs_Overall952,3.0,1
overall,OVERALL,952,953,Overall952_vs_Overall953,0.0,1
overall,OVERALL,953,954,Overall953_vs_Overall954,0.0,1
overall,OVERALL,954,955,Overall954_vs_Overall955,16.0,1
overall,OVERALL,955,956,Overall955_vs_Overall956,0.0,1
overall,OVERALL,956,957,Overall956_vs_Overall957,0.0,1
overall,OVERALL,957,958,Overall957_vs_Overall958,1.0,1
overall,OVERALL,958,959,Overall958_vs_Overall959,0.0,1
overall,OVERALL,959,960,Overall959_vs_Overall960,0.0,1
overall,OVERALL,960,961,Overall960_vs_Overall961,10.0,1
overall,OVERALL,961,962,Overall961_vs_Overall962,0.0,1
overall,OVERALL,962,963,Overall962_vs_Overall963,0.0,1
overall,OVERALL,963,964,Overall963_vs_Overall964,4.0,1
overall,OVERALL,964,965,Overall964_vs_Overall965,0.0,1
overall,OVERALL,965,966,Overall965_vs_Overall966,0.0,1
overall,OVERALL,966,967,Overall966_vs_Overall967,7.0,1
overall,OVERALL,967,968,Overall967_vs_Overall968,0.0,1
overall,OVERALL,968,969,Overall968_vs_Overall969,0.0,1
overall,OVERALL,969,970,Overall969_vs_Overall970,8.0,1
overall,OVERALL,970,971,Overall970_vs_Overall971,0.0,1
overall,OVERALL,971,972,Overall971_vs_Overall972,0.0,1
overall,OVERALL,972,973,Overall972_vs_Overall973,2.0,1
overall,OVERALL,973,974,Overall973_vs_Overall974,0.0,1
overall,OVERALL,974,975,Overall974_vs_Overall975,0.0,1
overall,OVERALL,975,976,Overall975_vs_Overall976,3.0,1
overall,OVERALL,976,977,Overall976_vs_Overall977,0.0,1
overall,OVERALL,977,978,Overall977_vs_Overall978,0.0,1
overall,OVERALL,978,979,Overall978_vs_Overall979,8.0,1
overall,OVERALL,979,980,Overall979_vs_Overall980,0.0,1
overall,OVERALL,980,981,Overall980_vs_Overall981,0.0,1
overall,OVERALL,981,982,Overall981_vs_Overall982,0.0,1
overall,OVERALL,982,983,Overall982_vs_Overall983,0.0,1
overall,OVERALL,983,984,Overall983_vs_Overall984,0.0,1
overall,OVERALL,984,985,Overall984_vs_Overall985,3.0,1
overall,OVERALL,985,986,Overall985_vs_Overall986,0.0,1
overall,OVERALL,986,987,Overall986_vs_Overall987,0.0,1
overall,OVERALL,987,988,Overall987_vs_Overall988,11.0,1
overall,OVERALL,988,989,Overall988_vs_Overall989,0.0,1
overall,OVERALL,989,990,Overall989_vs_Overall990,0.0,1
overall,OVERALL,990,991,Overall990_vs_Overall991,7.0,1
overall,OVERALL,991,992,Overall991_vs_Overall992,0.0,1
overall,OVERALL,992,993,Overall992_vs_Overall993,0.0,1
overall,OVERALL,993,994,Overall993_vs_Overall994,3.0,1
overall,OVERALL,994,995,Overall994_vs_Overall995,0.0,1
overall,OVERALL,995,996,Overall995_vs_Overall996,0.0,1
overall,OVERALL,996,997,Overall996_vs_Overall997,13.0,1
overall,OVERALL,997,998,Overall997_vs_Overall998,0.0,1
overall,OVERALL,998,999,Overall998_vs_Overall999,0.0,1
overall,OVERALL,999,1000,Overall999_vs_Overall1000,2.0,1
overall,OVERALL,1000,1001,Overall1000_vs_Overall1001,0.0,1
overall,OVERALL,1001,1002,Overall1001_vs_Overall1002,0.0,1
overall,OVERALL,1002,1003,Overall1002_vs_Overall1003,0.0,1
overall,OVERALL,1003,1004,Overall1003_vs_Overall1004,0.0,1
overall,OVERALL,1004,1005,Overall1004_vs_Overall1005,0.0,1
overall,OVERALL,1005,1006,Overall1005_vs_Overall1006,1.0,1
overall,OVERALL,1006,1007,Overall1006_vs_Overall1007,0.0,1
overall,OVERALL,1007,1008,Overall1007_vs_Overall1008,0.0,1
overall,OVERALL,1008,1009,Overall1008_vs_Overall1009,1.0,1
overall,OVERALL,1009,1010,Overall1009_vs_Overall1010,0.0,1
overall,OVERALL,1010,1011,Overall1010_vs_Overall1011,0.0,1
overall,OVERALL,1011,1012,Overall1011_vs_Overall1012,1.0,1
overall,OVERALL,1012,1013,Overall1012_vs_Overall1013,0.0,1
overall,OVERALL,1013,1014,Overall1013_vs_Overall1014,0.0,1
overall,OVERALL,1014,1015,Overall1014_vs_Overall1015,0.0,1
overall,OVERALL,1015,1016,Overall1015_vs_Overall1016,0.0,1
overall,OVERALL,1016,1017,Overall1016_vs_Overall1017,0.0,1
overall,OVERALL,1017,1018,Overall1017_vs_Overall1018,2.0,1
overall,OVERALL,1018,1019,Overall1018_vs_Overall1019,0.0,1
overall,OVERALL,1019,1020,Overall1019_vs_Overall1020,0.0,1
overall,OVERALL,1020,1021,Overall1020_vs_Overall1021,5.0,1
overall,OVERALL,1021,1022,Overall1021_vs_Overall1022,0.0,1
overall,OVERALL,1022,1023,Overall1022_vs_Overall1023,0.0,1
overall,OVERALL,1023,1024,Overall1023_vs_Overall1024,2.0,1
overall,OVERALL,1024,1025,Overall1024_vs_Overall1025,0.0,1
overall,OVERALL,1025,1026,Overall1025_vs_Overall1026,0.0,1
overall,OVERALL,1026,1027,Overall1026_vs_Overall1027,4.0,1
overall,OVERALL,1027,1028,Overall1027_vs_Overall1028,0.0,1
overall,OVERALL,1028,1029,Overall1028_vs_Overall1029,0.0,1
overall,OVERALL,1029,1030,Overall1029_vs_Overall1030,5.0,1
overall,OVERALL,1030,1031,Overall1030_vs_Overall1031,0.0,1
overall,OVERALL,1031,1032,Overall1031_vs_Overall1032,0.0,1
overall,OVERALL,1032,1033,Overall1032_vs_Overall1033,3.0,1
overall,OVERALL,1033,1034,Overall1033_vs_Overall1034,0.0,1
overall,OVERALL,1034,1035,Overall1034_vs_Overall1035,0.0,1
overall,OVERALL,1035,1036,Overall1035_vs_Overall1036,4.0,1
overall,OVERALL,1036,1037,Overall1036_vs_Overall1037,0.0,1
overall,OVERALL,1037,1038,Overall1037_vs_Overall1038,0.0,1
overall,OVERALL,1038,1039,Overall1038_vs_Overall1039,4.0,1
overall,OVERALL,1039,1040,Overall1039_vs_Overall1040,0.0,1
overall,OVERALL,1040,1041,Overall1040_vs_Overall1041,0.0,1
overall,OVERALL,1041,1042,Overall1041_vs_Overall1042,4.0,1
overall,OVERALL,1042,1043,Overall1042_vs_Overall1043,0.0,1
overall,OVERALL,1043,1044,Overall1043_vs_Overall1044,0.0,1
overall,OVERALL,1044,1045,Overall1044_vs_Overall1045,7.0,1
overall,OVERALL,1045,1046,Overall1045_vs_Overall1046,0.0,1
overall,OVERALL,1046,1047,Overall1046_vs_Overall1047,0.0,1
overall,OVERALL,1047,1048,Overall1047_vs_Overall1048,3.0,1
overall,OVERALL,1048,1049,Overall1048_vs_Overall1049,0.0,1
overall,OVERALL,1049,1050,Overall1049_vs_Overall1050,0.0,1
overall,OVERALL,1050,1051,Overall1050_vs_Overall1051,10.0,1
overall,OVERALL,1051,1052,Overall1051_vs_Overall1052,0.0,1
overall,OVERALL,1052,1053,Overall1052_vs_Overall1053,0.0,1
overall,OVERALL,1053,1054,Overall1053_vs_Overall1054,2.0,1
overall,OVERALL,1054,1055,Overall1054_vs_Overall1055,0.0,1
overall,OVERALL,1055,1056,Overall1055_vs_Overall1056,0.0,1
overall,OVERALL,1056,1057,Overall1056_vs_Overall1057,5.0,1
overall,OVERALL,1057,1058,Overall1057_vs_Overall1058,0.0,1
overall,OVERALL,1058,1059,Overall1058_vs_Overall1059,0.0,1
overall,OVERALL,1059,1060,Overall1059_vs_Overall1060,7.0,1
overall,OVERALL,1060,1061,Overall1060_vs_Overall1061,0.0,1
overall,OVERALL,1061,1062,Overall1061_vs_Overall1062,0.0,1
overall,OVERALL,1062,1063,Overall1062_vs_Overall1063,4.0,1
overall,OVERALL,1063,1064,Overall1063_vs_Overall1064,0.0,1
overall,OVERALL,1064,1065,Overall1064_vs_Overall1065,0.0,1
overall,OVERALL,1065,1066,Overall1065_vs_Overall1066,2.0,1
overall,OVERALL,1066,1067,Overall1066_vs_Overall1067,0.0,1
overall,OVERALL,1067,1068,Overall1067_vs_Overall1068,0.0,1
overall,OVERALL,1068,1069,Overall1068_vs_Overall1069,6.0,1
overall,OVERALL,1069,1070,Overall1069_vs_Overall1070,0.0,1
overall,OVERALL,1070,1071,Overall1070_vs_Overall1071,0.0,1
overall,OVERALL,1071,1072,Overall1071_vs_Overall1072,7.0,1
overall,OVERALL,1072,1073,Overall1072_vs_Overall1073,0.0,1
overall,OVERALL,1073,1074,Overall1073_vs_Overall1074,0.0,1
overall,OVERALL,1074,1075,Overall1074_vs_Overall1075,11.0,1
overall,OVERALL,1075,1076,Overall1075_vs_Overall1076,0.0,1
overall,OVERALL,1076,1077,Overall1076_vs_Overall1077,0.0,1
overall,OVERALL,1077,1078,Overall1077_vs_Overall1078,2.0,1
overall,OVERALL,1078,1079,Overall1078_vs_Overall1079,0.0,1
overall,OVERALL,1079,1080,Overall1079_vs_Overall1080,0.0,1
overall,OVERALL,1080,1081,Overall1080_vs_Overall1081,6.0,1
overall,OVERALL,1081,1082,Overall1081_vs_Overall1082,0.0,1
overall,OVERALL,1082,1083,Overall1082_vs_Overall1083,0.0,1
overall,OVERALL,1083,1084,Overall1083_vs_Overall1084,7.0,1
overall,OVERALL,1084,1085,Overall1084_vs_Overall1085,0.0,1
overall,OVERALL,1085,1086,Overall1085_vs_Overall1086,0.0,1
overall,OVERALL,1086,1087,Overall1086_vs_Overall1087,3.0,1
overall,OVERALL,1087,1088,Overall1087_vs_Overall1088,0.0,1
overall,OVERALL,1088,1089,Overall1088_vs_Overall1089,0.0,1
overall,OVERALL,1089,1090,Overall1089_vs_Overall1090,1.0,1
overall,OVERALL,1090,1091,Overall1090_vs_Overall1091,0.0,1
overall,OVERALL,1091,1092,Overall1091_vs_Overall1092,0.0,1
overall,OVERALL,1092,1093,Overall1092_vs_Overall1093,5.0,1
overall,OVERALL,1093,1094,Overall1093_vs_Overall1094,0.0,1
overall,OVERALL,1094,1095,Overall1094_vs_Overall1095,0.0,1
overall,OVERALL,1095,1096,Overall1095_vs_Overall1096,8.0,1
overall,OVERALL,1096,1097,Overall1096_vs_Overall1097,0.0,1
overall,OVERALL,1097,1098,Overall1097_vs_Overall1098,0.0,1
overall,OVERALL,1098,1099,Overall1098_vs_Overall1099,0.0,1
overall,OVERALL,1099,1100,Overall1099_vs_Overall1100,0.0,1
overall,OVERALL,1100,1101,Overall1100_vs_Overall1101,0.0,1
overall,OVERALL,1101,1102,Overall1101_vs_Overall1102,2.0,1
overall,OVERALL,1102,1103,Overall1102_vs_Overall1103,0.0,1
overall,OVERALL,1103,1104,Overall1103_vs_Overall1104,0.0,1
overall,OVERALL,1104,1105,Overall1104_vs_Overall1105,2.0,1
overall,OVERALL,1105,1106,Overall1105_vs_Overall1106,0.0,1
overall,OVERALL,1106,1107,Overall1106_vs_Overall1107,0.0,1
overall,OVERALL,1107,1108,Overall1107_vs_Overall1108,3.0,1
overall,OVERALL,1108,1109,Overall1108_vs_Overall1109,0.0,1
overall,OVERALL,1109,1110,Overall1109_vs_Overall1110,0.0,1
overall,OVERALL,1110,1111,Overall1110_vs_Overall1111,2.0,1
overall,OVERALL,1111,1112,Overall1111_vs_Overall1112,0.0,1
overall,OVERALL,1112,1113,Overall1112_vs_Overall1113,0.0,1
overall,OVERALL,1113,1114,Overall1113_vs_Overall1114,13.0,1
overall,OVERALL,1114,1115,Overall1114_vs_Overall1115,0.0,1
overall,OVERALL,1115,1116,Overall1115_vs_Overall1116,0.0,1
overall,OVERALL,1116,1117,Overall1116_vs_Overall1117,2.0,1
overall,OVERALL,1117,1118,Overall1117_vs_Overall1118,0.0,1
overall,OVERALL,1118,1119,Overall1118_vs_Overall1119,0.0,1
overall,OVERALL,1119,1120,Overall1119_vs_Overall1120,4.0,1
overall,OVERALL,1120,1121,Overall1120_vs_Overall1121,0.0,1
overall,OVERALL,1121,1122,Overall1121_vs_Overall1122,0.0,1
overall,OVERALL,1122,1123,Overall1122_vs_Overall1123,2.0,1
overall,OVERALL,1123,1124,Overall1123_vs_Overall1124,0.0,1
overall,OVERALL,1124,1125,Overall1124_vs_Overall1125,0.0,1
overall,OVERALL,1125,1126,Overall1125_vs_Overall1126,8.0,1
overall,OVERALL,1126,1127,Overall1126_vs_Overall1127,0.0,1
overall,OVERALL,1127,1128,Overall1127_vs_Overall1128,0.0,1
overall,OVERALL,1128,1129,Overall1128_vs_Overall1129,2.0,1
overall,OVERALL,1129,1130,Overall1129_vs_Overall1130,0.0,1
overall,OVERALL,1130,1131,Overall1130_vs_Overall1131,0.0,1
overall,OVERALL,1131,1132,Overall1131_vs_Overall1132,1.0,1
overall,OVERALL,1132,1133,Overall1132_vs_Overall1133,0.0,1
overall,OVERALL,1133,1134,Overall1133_vs_Overall1134,0.0,1
overall,OVERALL,1134,1135,Overall1134_vs_Overall1135,1.0,1
overall,OVERALL,1135,1136,Overall1135_vs_Overall1136,0.0,1
overall,OVERALL,1136,1137,Overall1136_vs_Overall1137,0.0,1
overall,OVERALL,1137,1138,Overall1137_vs_Overall1138,2.0,1
overall,OVERALL,1138,1139,Overall1138_vs_Overall1139,0.0,1
overall,OVERALL,1139,1140,Overall1139_vs_Overall1140,0.0,1
overall,OVERALL,1140,1141,Overall1140_vs_Overall1141,2.0,1
overall,OVERALL,1141,1142,Overall1141_vs_Overall1142,0.0,1
overall,OVERALL,1142,1143,Overall1142_vs_Overall1143,0.0,1
overall,OVERALL,1143,1144,Overall1143_vs_Overall1144,1.0,1
overall,OVERALL,1144,1145,Overall1144_vs_Overall1145,0.0,1
overall,OVERALL,1145,1146,Overall1145_vs_Overall1146,0.0,1
overall,OVERALL,1146,1147,Overall1146_vs_Overall1147,1.0,1
overall,OVERALL,1147,1148,Overall1147_vs_Overall1148,0.0,1
overall,OVERALL,1148,1149,Overall1148_vs_Overall1149,0.0,1
overall,OVERALL,1149,1150,Overall1149_vs_Overall1150,1.0,1
overall,OVERALL,1150,1151,Overall1150_vs_Overall1151,0.0,1
overall,OVERALL,1151,1152,Overall1151_vs_Overall1152,0.0,1
overall,OVERALL,1152,1153,Overall1152_vs_Overall1153,6.0,1
overall,OVERALL,1153,1154,Overall1153_vs_Overall1154,0.0,1
overall,OVERALL,1154,1155,Overall1154_vs_Overall1155,0.0,1
overall,OVERALL,1155,1156,Overall1155_vs_Overall1156,1.0,1
overall,OVERALL,1156,1157,Overall1156_vs_Overall1157,0.0,1
overall,OVERALL,1157,1158,Overall1157_vs_Overall1158,0.0,1
overall,OVERALL,1158,1159,Overall1158_vs_Overall1159,9.0,1
overall,OVERALL,1159,1160,Overall1159_vs_Overall1160,0.0,1
overall,OVERALL,1160,1161,Overall1160_vs_Overall1161,0.0,1
overall,OVERALL,1161,1162,Overall1161_vs_Overall1162,1.0,1
overall,OVERALL,1162,1163,Overall1162_vs_Overall1163,0.0,1
overall,OVERALL,1163,1164,Overall1163_vs_Overall1164,0.0,1
overall,OVERALL,1164,1165,Overall1164_vs_Overall1165,0.0,1
overall,OVERALL,1165,1166,Overall1165_vs_Overall1166,0.0,1
overall,OVERALL,1166,1167,Overall1166_vs_Overall1167,0.0,1
overall,OVERALL,1167,1168,Overall1167_vs_Overall1168,9.0,1
overall,OVERALL,1168,1169,Overall1168_vs_Overall1169,0.0,1
overall,OVERALL,1169,1170,Overall1169_vs_Overall1170,0.0,1
overall,OVERALL,1170,1171,Overall1170_vs_Overall1171,5.0,1
overall,OVERALL,1171,1172,Overall1171_vs_Overall1172,0.0,1
overall,OVERALL,1172,1173,Overall1172_vs_Overall1173,0.0,1
overall,OVERALL,1173,1174,Overall1173_vs_Overall1174,5.0,1
overall,OVERALL,1174,1175,Overall1174_vs_Overall1175,0.0,1
overall,OVERALL,1175,1176,Overall1175_vs_Overall1176,0.0,1
overall,OVERALL,1176,1177,Overall1176_vs_Overall1177,1.0,1
overall,OVERALL,1177,1178,Overall1177_vs_Overall1178,0.0,1
overall,OVERALL,1178,1179,Overall1178_vs_Overall1179,0.0,1
overall,OVERALL,1179,1180,Overall1179_vs_Overall1180,5.0,1
overall,OVERALL,1180,1181,Overall1180_vs_Overall1181,0.0,1
overall,OVERALL,1181,1182,Overall1181_vs_Overall1182,0.0,1
overall,OVERALL,1182,1183,Overall1182_vs_Overall1183,12.0,1
overall,OVERALL,1183,1184,Overall1183_vs_Overall1184,0.0,1
overall,OVERALL,1184,1185,Overall1184_vs_Overall1185,0.0,1
overall,OVERALL,1185,1186,Overall1185_vs_Overall1186,1.0,1
overall,OVERALL,1186,1187,Overall1186_vs_Overall1187,0.0,1
overall,OVERALL,1187,1188,Overall1187_vs_Overall1188,0.0,1
overall,OVERALL,1188,1189,Overall1188_vs_Overall1189,1.0,1
overall,OVERALL,1189,1190,Overall1189_vs_Overall1190,0.0,1
overall,OVERALL,1190,1191,Overall1190_vs_Overall1191,0.0,1
overall,OVERALL,1191,1192,Overall1191_vs_Overall1192,3.0,1
overall,OVERALL,1192,1193,Overall1192_vs_Overall1193,0.0,1
overall,OVERALL,1193,1194,Overall1193_vs_Overall1194,0.0,1
overall,OVERALL,1194,1195,Overall1194_vs_Overall1195,1.0,1
overall,OVERALL,1195,1196,Overall1195_vs_Overall1196,0.0,1
overall,OVERALL,1196,1197,Overall1196_vs_Overall1197,0.0,1
overall,OVERALL,1197,1198,Overall1197_vs_Overall1198,2.0,1
overall,OVERALL,1198,1199,Overall1198_vs_Overall1199,0.0,1
overall,OVERALL,1199,1200,Overall1199_vs_Overall1200,0.0,1
overall,OVERALL,1200,1201,Overall1200_vs_Overall1201,2.0,1
overall,OVERALL,1201,1202,Overall1201_vs_Overall1202,0.0,1
overall,OVERALL,1202,1203,Overall1202_vs_Overall1203,0.0,1
overall,OVERALL,1203,1204,Overall1203_vs_Overall1204,1.0,1
overall,OVERALL,1204,1205,Overall1204_vs_Overall1205,0.0,1
overall,OVERALL,1205,1206,Overall1205_vs_Overall1206,0.0,1
overall,OVERALL,1206,1207,Overall1206_vs_Overall1207,3.0,1
overall,OVERALL,1207,1208,Overall1207_vs_Overall1208,0.0,1
overall,OVERALL,1208,1209,Overall1208_vs_Overall1209,0.0,1
overall,OVERALL,1209,1210,Overall1209_vs_Overall1210,1.0,1
overall,OVERALL,1210,1211,Overall1210_vs_Overall1211,0.0,1
overall,OVERALL,1211,1212,Overall1211_vs_Overall1212,0.0,1
overall,OVERALL,1212,1213,Overall1212_vs_Overall1213,1.0,1
overall,OVERALL,1213,1214,Overall1213_vs_Overall1214,0.0,1
overall,OVERALL,1214,1215,Overall1214_vs_Overall1215,0.0,1
overall,OVERALL,1215,1216,Overall1215_vs_Overall1216,5.0,1
overall,OVERALL,1216,1217,Overall1216_vs_Overall1217,0.0,1
overall,OVERALL,1217,1218,Overall1217_vs_Overall1218,0.0,1
overall,OVERALL,1218,1219,Overall1218_vs_Overall1219,3.0,1
overall,OVERALL,1219,1220,Overall1219_vs_Overall1220,0.0,1
overall,OVERALL,1220,1221,Overall1220_vs_Overall1221,0.0,1
overall,OVERALL,1221,1222,Overall1221_vs_Overall1222,3.0,1
overall,OVERALL,1222,1223,Overall1222_vs_Overall1223,0.0,1
overall,OVERALL,1223,1224,Overall1223_vs_Overall1224,0.0,1
overall,OVERALL,1224,1225,Overall1224_vs_Overall1225,7.0,1
overall,OVERALL,1225,1226,Overall1225_vs_Overall1226,0.0,1
overall,OVERALL,1226,1227,Overall1226_vs_Overall1227,0.0,1
overall,OVERALL,1227,1228,Overall1227_vs_Overall1228,1.0,1
overall,OVERALL,1228,1229,Overall1228_vs_Overall1229,0.0,1
overall,OVERALL,1229,1230,Overall1229_vs_Overall1230,0.0,1
overall,OVERALL,1230,1231,Overall1230_vs_Overall1231,10.0,1
overall,OVERALL,1231,1232,Overall1231_vs_Overall1232,0.0,1
overall,OVERALL,1232,1233,Overall1232_vs_Overall1233,0.0,1
overall,OVERALL,1233,1234,Overall1233_vs_Overall1234,1.0,1
overall,OVERALL,1234,1235,Overall1234_vs_Overall1235,0.0,1
overall,OVERALL,1235,1236,Overall1235_vs_Overall1236,0.0,1
overall,OVERALL,1236,1237,Overall1236_vs_Overall1237,11.0,1
overall,OVERALL,1237,1238,Overall1237_vs_Overall1238,0.0,1
overall,OVERALL,1238,1239,Overall1238_vs_Overall1239,0.0,1
overall,OVERALL,1239,1240,Overall1239_vs_Overall1240,2.0,1
overall,OVERALL,1240,1241,Overall1240_vs_Overall1241,0.0,1
overall,OVERALL,1241,1242,Overall1241_vs_Overall1242,0.0,1
overall,OVERALL,1242,1243,Overall1242_vs_Overall1243,2.0,1
overall,OVERALL,1243,1244,Overall1243_vs_Overall1244,0.0,1
overall,OVERALL,1244,1245,Overall1244_vs_Overall1245,0.0,1
overall,OVERALL,1245,1246,Overall1245_vs_Overall1246,3.0,1
overall,OVERALL,1246,1247,Overall1246_vs_Overall1247,0.0,1
overall,OVERALL,1247,1248,Overall1247_vs_Overall1248,0.0,1
overall,OVERALL,1248,1249,Overall1248_vs_Overall1249,8.0,1
overall,OVERALL,1249,1250,Overall1249_vs_Overall1250,0.0,1
overall,OVERALL,1250,1251,Overall1250_vs_Overall1251,0.0,1
overall,OVERALL,1251,1252,Overall1251_vs_Overall1252,1.0,1
overall,OVERALL,1252,1253,Overall1252_vs_Overall1253,0.0,1
overall,OVERALL,1253,1254,Overall1253_vs_Overall1254,0.0,1
overall,OVERALL,1254,1255,Overall1254_vs_Overall1255,4.0,1
overall,OVERALL,1255,1256,Overall1255_vs_Overall1256,0.0,1
overall,OVERALL,1256,1257,Overall1256_vs_Overall1257,0.0,1
overall,OVERALL,1257,1258,Overall1257_vs_Overall1258,2.0,1
overall,OVERALL,1258,1259,Overall1258_vs_Overall1259,0.0,1
overall,OVERALL,1259,1260,Overall1259_vs_Overall1260,0.0,1
overall,OVERALL,1260,1261,Overall1260_vs_Overall1261,1.0,1
overall,OVERALL,1261,1262,Overall1261_vs_Overall1262,0.0,1
overall,OVERALL,1262,1263,Overall1262_vs_Overall1263,0.0,1
overall,OVERALL,1263,1264,Overall1263_vs_Overall1264,10.0,1
overall,OVERALL,1264,1265,Overall1264_vs_Overall1265,0.0,1
